"bp-Homecard href","Badge","bp-Homecard__Photo","ListingRemarks","bp-Homecard__Price--value","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value"
"https://www.redfin.com/GA/Atlanta/1993-Pine-Oak-Dr-SW-30310/home/24861358","SOLD BY REDFIN","1993 Pine Oak Dr SW, Atlanta, GA 30310","West End Treasure! Carport, modern siding, bright white and open! New kitchen, new flooring and paint. Three large bedrooms, two bathrooms- primary bathroom with tiled shower. Lots of storage with large closets. Back yard is private, quiet, and beautiful. This gem is going to be a lovely home for someone! Can't get a better location close to all the fun that the best side, the west side has to offer!","$255,000","3 beds","2 baths","1,075"
"https://www.redfin.com/GA/Atlanta/919-Coleman-St-SW-30310/home/24861631","SOLD BY REDFIN","919 Coleman St SW, Atlanta, GA 30310","* Motivated Seller! Seller to provide up to $10,000 in concessions to finish outstanding projects. *   Come check out this lovely 3 bed, 2.5 bath, 2-story home with a double decker front porch, off street parking and a private, fully-fenced backyard. The main level has an open layout with the living room featuring recessed lighting, fireplace  &  hardwood floors. Enjoy cooking in the spacious kitchen with ample counter space and cabinets. The three bedrooms are located upstairs. Relax in your master bedroom retreat with walk-in closet, en suite bathroom with dual vanities and beautiful tile shower, PLUS access to the private porch to catch a glimpse of the city. Fenced backyard and deck","$300,000","3 beds","2.5 baths","1,656"
"https://www.redfin.com/GA/Atlanta/1123-Shoreham-Dr-30349/home/25119882","SOLD BY REDFIN FEB 28, 2025","1123 Shoreham Dr, Atlanta, GA 30349","Beautifully upgraded, four-sided brick split level home on a basement. Step inside to new luxury flooring and new interior paint throughout. The home includes 3 spacious bedrooms and 2 modern bathrooms with granite counter tops and tile floors. The main level features a living dining room combination with an eat in kitchen featuring new stainless appliances, electric cook top with vent hood, double sink white cabinets and elegant granite counter tops. Entertain family and friend on the terrace level featuring a family room with fireplace, bedroom and bath along with a laundry room. The backyard is level and awaits your creativity to make it your own outdoor oasis. This home has ample space","$194,000","3 beds","2 baths","1,542"
"https://www.redfin.com/GA/Atlanta/3995-Tyne-Ct-30349/home/25121911","OFF MARKET","3995 Tyne Ct, Atlanta, GA 30349","3 bedroom 2.5 bathroom home in Rivers Station! Home has been updated with new LVP in foyer, living room, kitchen, downstairs hall and new carpet in all three bedrooms, stairs and upper closets. Kitchen with granite countertops and stainless steel appliances opens up to the spacious living room with built in fireplace. All bedrooms up and full bathroom in hall. Fenced in yard with patio area available. Move in ready!","$335,000","3 beds","2.5 baths","1,938"
"https://www.redfin.com/GA/Atlanta/5791-Savannah-River-Rd-30349/home/25164207","SOLD BY REDFIN","5791 Savannah River Rd, Atlanta, GA 30349","Don't miss this one!  *  *  * Sellers offering $5,000 toward closing costs/rate buy-down for closing on or before 8/16! *  *  *  This gorgeous River Station home offers many new updates and plenty of space! Downstairs, you'll find a spacious dining room, powder room, updated kitchen with custom coffee bar overlooking your large living room, and access to your beautiful backyard with covered patio. The backyard includes a newly installed (2021) board-on-board fence for privacy or your furry friends, and the cabana/umbrella will stay! Perfect for entertaining. Make your way upstairs to your large primary bedroom including a separate shower/tub and huge walk-in closet. Three additional bedroom","$375,000","4 beds","2.5 baths","2,498"
"https://www.redfin.com/GA/Atlanta/5867-Sepulveda-Ln-30349/home/25164237","SOLD BY REDFIN APR 7, 2025","5867 Sepulveda Ln, Atlanta, GA 30349","Beautiful home has bright open spaces throughout! Step inside to gorgeous and easy to maintain wood look tile throughout the entire mail level. Bright open concept living room features a cozy fireplace and crown molding. An on-trend kitchen features stainless steel appliances, espresso cabinets, and plenty of cabinet and counter space with a dining room with wooded views close by. Upstairs, retreat to the oversized primary bedroom with a vaulted ceiling and en-suite bath with fully tiled walk-in shower and a separate tub. Two spacious secondary bedrooms and a full hall bath ensure room for everyone! Don't miss the convenience of an upstairs laundry room. Don't miss your opportunity to see t","$245,000","3 beds","2.5 baths","1,594"
"https://www.redfin.com/GA/Atlanta/5865-Sepulveda-Ln-30349/home/25164238","SOLD BY REDFIN","5865 Sepulveda Ln, Atlanta, GA 30349","WELCOME TO 5865 SEPULVEDA LN! This charming home, conveniently located within minutes of the Atlanta airport, features 3 bedrooms and 2.5 bathrooms, all on the second level. The open floor plan seamlessly connects the living, dining, and kitchen areas, creating a space that's perfect for both daily living and entertaining and provides a perfect blend of functionality and sophistication. Upstairs, the owners retreat will become the perfect respite after a long day. The generous ensuite and large walk-in closet will have you ready to unpack! The secondary bedrooms are also spacious, while the updated floors througout the house add a fresh and modern touch. Come see what this home has to offer","$315,000","3 beds","2.5 baths","2,084"
"https://www.redfin.com/GA/Atlanta/1645-Flat-Shoals-Rd-30349/home/25189576","SOLD BY REDFIN","1645 Flat Shoals Rd, Atlanta, GA 30349","WELCOME to 1645 FLAT SHOALS RD! This recently remodeled split-level gem offers the perfect blend of modern luxury and comfortable living in a convenient Atlanta location. Step into a home that's been thoughtfully revitalized with brand new light fixtures, paint and flooring throughout. This split-level design maximizes space, offering ample room for your family's comfort and your unique lifestyle. The heart of this home has been completely updated with a modern and sleek kitchen featuring all-new fixtures and appliances. Downstairs offers ample additional living space with a family room with a fireplace, a half bath and two additional rooms that can be used as an office, bedroom, playroom.","$299,900","4 beds","2.5 baths","1,828"
"https://www.redfin.com/GA/Atlanta/6232-Old-Kingston-Dr-30331/home/144872419","SOLD BY REDFIN","6232 Old Kingston Dr, Atlanta, GA 30331","Pure luxury home perfectly situated on a level corner lot on a cul-de-sac in the Westlake High School Cluster. D. R. Horton resale only 3.5 years young in Cambridge Meadows. This dream home is for those who appreciate a style of luxury with a resort feel. The home features hardwood flooring, granite counters, back splash and a wrought iron staircase with an upper level landing area that makes a perfect reading nook. Loaded with natural light and space for indoor-outdoor living and entertainment. Entering the double foyer, you will feel right at home with a formal dining room and coffered ceiling. The rear gathering room is good for conversations near the fireplace or time watching televisio","$472,000","5 beds","3 baths","3,759"
"https://www.redfin.com/GA/Atlanta/2424-Castle-Keep-Way-SE-30316/home/146094757","SOLD BY REDFIN FEB 28, 2025","2424 Castle Keep Way, Atlanta, GA 30316","This modern townhouse, built in 2018, offers contemporary living with peace of mind with 2 bedrooms and 2.5 bathrooms, perfect for comfortable living. Featuring all systems just 6 years old, you’ll enjoy the efficiency and reliability of newer HVAC, plumbing, and electrical setups. The back bedroom provides a quiet, private retreat with serene views of the treeline, ensuring a peaceful atmosphere. Located off the main road, you'll enjoy the benefits of a quiet neighborhood with no through traffic. The recently updated backyard and deck provide an inviting outdoor space, perfect for relaxing or entertaining. Easy to show, this move-in-ready townhome is a must-see!","$310,000","2 beds","2.5 baths","1,534"
"https://www.redfin.com/GA/Atlanta/721-Bismark-Rd-NE-30324/home/147814830","SOLD BY REDFIN FEB 6, 2025","721 Bismark Rd NE, Atlanta, GA 30324","Welcome to luxury living in the heart of Morningside! This stunning 3 bedroom, 3.5 bath townhome boasts modern sophistication and impeccable design. Step into the beautiful Great Room featuring a cozy Fireplace and charming Built-Ins, perfect for cozy evenings or entertaining guests. The bright and open Kitchen is a chef's dream, complete with Stainless Steel Appliances, Quartz Counters, and a large island for meal prep or casual dining. Upstairs, you'll find spacious Bedrooms adorned with Trayed ceilings, providing a touch of elegance and comfort. Nests and SimpliSafe security system staying but washer/dryer are not. This prime location puts you just moments away from the Morningside Natur","$575,000","3 beds","3.5 baths","1,950"
"https://www.redfin.com/GA/Atlanta/2004-Manchester-St-NE-30324/home/160761008","SOLD BY REDFIN","2004 Manchester St NE, Atlanta, GA 30324","Amazing townhome offers an open floor plan with 4 bedrooms and 3.5 bathrooms. White quartz countertops and large island perfect for entertaining. 2-car garage and plenty street parking! Guest suite with full bath on lower level. Smart home setup throughout the home with voice control for lighting and the fireplace! This townhome is perfectly situated, allowing you quick access to Piedmont Park, great restaurants, Sprouts and more!","$545,000","4 beds","3.5 baths","1,880"
"https://www.redfin.com/GA/Atlanta/616-Broadview-Ter-NE-30324/home/162599014","SOLD BY REDFIN","616 Broadview Ter NE, Atlanta, GA 30324","Welcome to the 'Aviana' model by David Weekley, This modern energy-efficient open architectural design has 3 bedrooms with 3 full baths. From the moment you walk in you will feel at Home. The sun filled main level is an entertainer's delight with every detail accounted for. Enjoy truly exceptional craftsmanship from one of the most-trusted home builders in Atlanta. Centrally located with access to the new Path 400, a 5.2 mile trail connecting all of Buckhead and its high-end shops, family owned restaurants and the booming Financial District. Please be sure to ask your agent to download the PDF that has a detailed list of the non-builder custom upgrades.","$650,000","3 beds","3 baths","2,045"
"https://www.redfin.com/GA/Atlanta/6249-Old-Kingston-Dr-30331/home/162827176","SOLD BY REDFIN","6249 Old Kingston Dr, Atlanta, GA 30331","This stunning 4-bedroom home is located in the heart of Atlanta and offers the perfect blend of elegance and comfort. The spacious living areas are perfect for entertaining guests, while the private bedrooms provide a tranquil retreat. The home also features a gourmet kitchen, a luxurious owner's suite, and a fenced-in backyard. This home is a must-see for anyone looking for a luxurious and stylish place to call home.","$407,500","4 beds","2.5 baths","2,740"
"https://www.redfin.com/GA/Atlanta/2825-Northeast-Expy-30345/unit-O-1/home/164910185","SOLD BY REDFIN","2825 Northeast Expy Unit O-1, Atlanta, GA 30345","Gorgeous English Tudor village at the most amazing location! Easy access to I85, close to shopping and restaurants and just minutes from Midtown/Downtown Atlanta. This condo offers beautiful floors and plenty of space. End unit with nice deck overlooking a manicured courtyard. Large guest and master bedrooms. Master bathroom with shower. Gated community with great swimming pool and gym. Do not miss the opportunity to see this wonderful home. Tour it now!","$200,000","2 beds","2.5 baths","1,363"
"https://www.redfin.com/GA/Atlanta/345-Glen-Iris-Dr-NE-30312/unit-4/home/165733173","SOLD BY REDFIN","345 Glen Iris Dr NE #4, Atlanta, GA 30312","This is your opportunity to own a luxurious townhome built in 2017 by John Wieland homes. This home is short walk from the Beltline, Old 4th Ward Park, Inman Park, Freedom Trail, Ponce City and Krog Street Markets. Features include a true chefs kitchen with high-end Kitchen Aid appliances, quartz countertops throughout, 3 decks include a 4th floor terrace with midtown views, plenty of storage space with custom built closets, custom blinds, fireplace, and the list goes on. .","$890,000","4 beds","4.5 baths","2,874"
"https://www.redfin.com/GA/Atlanta/772-Belt-Loop-SE-30316/home/168057978","SOLD BY REDFIN","772 Belt Loop SE, Atlanta, GA 30316","Light-filled. Belt-Line adjacent. Spacious. Functional. Located in the historic Ormewood Park neighborhood and less than 100 yards from a private entrance to the Atlanta Beltline, you will find this stunning, sun-soaked 5BR/4.5BA modern farmhouse, constructed in 2020. The house is situated on a quiet, private loop and greets you with a covered wrap-around front porch. As you enter the foyer with built-in bench seating and storage you'll take immediate notice of the gorgeous solid hardwood floors, 12-foot ceilings, high-end finishings, open floor plan, and oversized windows that flood the rooms with beautiful natural light. At the front of the home with French doors opening up to the front p","$1,139,000","5 beds","4.5 baths","3,167"
"https://www.redfin.com/GA/Atlanta/6097-Boylston-Dr-30328/home/168144945","SOLD BY REDFIN","6097 Boylston Dr, Atlanta, GA 30328","City life meets modern historical brownstone architecture. Welcome to The Reserve at city center by Rockhaven Homes. (2021 Platinum builder award recipient) As you enter, you are greeted by a convenient built-in mud room with shelves and a bench for your bags, coat, and shoes. To one side is the first bedroom, home office or entertainment room. Make your way upstairs, the second floor is a huge open daylit living, dining, and kitchen space. The Chef's kitchen sits between the dining and great rooms, and it has a oversized island with a breakfast bar. Relax at the end of the day in the peaceful  &  tranquil sunroom, or out on the deck. On the upper level, you’ll find a spacious sec","$650,000","3 beds","3 baths","2,304"
"https://www.redfin.com/GA/Atlanta/64-Bayrose-Cir-30344/unit-64/home/171130031","SOLD BY REDFIN NOV 8, 2024","2464 Bayrose Cir #64, Atlanta, GA 30344","Welcome Home!  Enjoy peaceful living in this 3 Bedroom 3 full bath Fee Simple townhome. As you enter the home you’ll notice the LPV flooring  &  10’ ceiling throughout the main level. The well-equipped kitchen offers SS appliances including Refrigerator, island with granite countertops and an abundance of cabinetry. Unobstructed view to the spacious family room with convenient access to the private patio. The main level also offers a secondary bedroom with full bathroom and walk-in closet. On the upper level is the laundry area with Washer and Dryer included. Another secondary bedroom with private en-suite and the Primary suite and private en-suite with double vanity, roomy","$280,000","3 beds","3 baths","1,564"
"https://www.redfin.com/GA/Atlanta/3554-Chattahoochee-Summit-Ln-SE-30339/unit-23/home/172621451","SOLD BY REDFIN","3554 Chattahoochee Summit Ln SE #23, Atlanta, GA 30339","Amazing three-story townhome located within the gated Chattahoochee Bluffs subdivision. Five minute drive to The Battery, Cumberland, I-75,  &  I-285. Main floor features an open concept floor plan with gas log fireplace, breakfast bar, solid surface counters, built-in shelving, and deck access. Master bedroom on the top floor with custom walk-in closet, vaulted ceilings, and spacious master bath. Two additional bedrooms are located opposite the master, one currently being utilized as today's must-have home office! Lower level has a finished bonus room and a semi-finished storage room that is stubbed for a future bath. Community HOA covers roof, trash, water, clubhouse access, fitness r","$318,000","3 beds","2.5 baths","1,890"
"https://www.redfin.com/GA/Atlanta/3773-Oxford-Cir-30340/home/173880366","SOLD BY REDFIN","3773 Oxford Cir, Doraville, GA 30340","Excellent Location! Beautiful like new, corner unit home is located in highly sought after Kensington Gates, a gated community just minutes away from everything Doraville has to offer! Easy access to major freeways, and public transportation make getting around the Metro Area a breeze. When you enter this beautifully maintained 3-story open concept, home is perfectly designed for style and function. It boasts a stunning kitchen featuring white cabinets, granite counters, large island with café seating, &  newer stainless steel appliances. Open to the great room with lots of natural light, and a cozy fireplace. The balcony is a perfect spot for alfresco dining or enjoying your mor","$415,000","4 beds","3.5 baths","1,600"
"https://www.redfin.com/GA/Atlanta/679-Fraser-St-SE-30315/unit-52/home/175134484","OFF MARKET","679 Fraser St SE #52, Atlanta, GA 30315","Phase 2 now selling at Summerhill by Hedgewood Homes, 4 bedroom, 3.5 bath home w/ 2 car side by side garage, ready for a Early Fall move-in!  Bright Open floorplan with large balcony off the living space and high ceilings throughout. Still time to customize this home!  Standard design features in the neighborhood include marble countertops, site finished hardwoods, stainless steel appliances and a lighting allowance at Circa lighting! Upscale community pool to be completed in 2022. Walk to restaurants on GA Avenue one block away and PUBLIX grocery store/additional retail coming in 2022, enjoy the proximity to 75/85/20 and the airport. Closing cost and Design Upgrades with use of preferred l","$659,000","4 beds","3.5 baths","—"
"https://www.redfin.com/GA/Brookhaven/1314-Rosen-Rd-30319/unit-78/home/176133688","OFF MARKET","1314 Rosen Rd #78, Brookhaven, GA 30319","FOR COMP PURPOSES ONLY! MLS #6931142 ~ October Completion! ~ The Sedona by Taylor Morrison is a light filled three story townhome with plenty of space to entertain. The gathering room opens to a Chef's kitchen complete with beautiful upgrades. The large island offers sweeping views of the casual dining and gathering room. Upstairs, the owner’s suite with tray ceiling leads to the spa bath with dual vanities, large tile shower and walk-in closet. Also upstairs are two secondary bedrooms and a full bathroom. The terrace level with private bedroom and full bathroom offers plenty of space for a guest suite, home office or media room. Two-car, rear entry garage. Structural options added at","$601,285","4 beds","3.5 baths","2,407"
"https://www.redfin.com/GA/Atlanta/4938-Zoya-Ct-SW-30331/home/178290392","OFF MARKET","4938 Zoya Ct SW, Atlanta, GA 30331","THE Everest III built by DRB HOMES Lot ?? - A beautiful 5 Bedrooms 3 bath CRAFTSMAN style floorplan with beautiful bay windows . This home features a open foyer that opens to the formal living and dining room. Shadow box trim that welcomes you into an inviting and spacious great room. The formal dining room is offers shadow box trim and coffer ceilings. The Gourmet Kitchen has a spacious peninsula with plenty of cabinets and countertops. The kitchen opens to the Great Room which is perfect for entertaining. Spacious bedroom on the main floor plus a full bathroom. The owner suite is oversized with a separate sitting area. All secondary bedrooms are spacious. For a continuous look, luxury Vin","$497,600","5 beds","3 baths","3,133"
"https://www.redfin.com/GA/Atlanta/6829-Crescendo-Ct-30328/home/178290886","SOLD BY REDFIN MAY 16, 2025","6829 Crescendo Ct, Atlanta, GA 30328","Welcome to the highly sought-after Aria community, where this spacious home is perfectly situated within the neighborhood. Step from the courtyard to the main floor, featuring a bright dining area, half bath, kitchen, and living room. The gourmet kitchen showcases white cabinetry, stainless steel appliances, granite countertops, and a large island, ideal for meal prep and entertaining. Just off the living room, enjoy a private deck for outdoor relaxation. The lower level offers a guest bedroom, full bath, and a two-car garage. On the third floor, you'll find the expansive owner’s suite, complete with a luxurious bathroom, laundry area, and an additional guest bedroom with its own bath","$790,000","3 beds","4.5 baths","2,550"
"https://www.redfin.com/GA/Brookhaven/1223-Kendrick-Rd-NE-30319/home/179415318","OFF MARKET","1223 Kendrick Rd, Brookhaven, GA 30319","Introducing 1223 Kendrick Rd NE Atlanta, GA 30319, a new construction contemporary farmhouse plan from Southern Heritage Homes' Intown Collection. Come see this incredible opportunity conveniently located in the heart of Brookhaven, Georgia, seconds from shopping, dining, parks, &  more. This home features custom architectural design, a professionally selected color pallet, &  curated interior selections. The selections are reminiscent of a blend between Scandinavian design  &  modern minimalism. Oak floors, light  &  bright schemes with clean lines throughout the main level gives the space a clean yet invitingly warm atmosphere. This family friendly floor plan boasts 5 bedr","$1,415,575","5 beds","4.5 baths","—"
"https://www.redfin.com/GA/Atlanta/915-Ambient-Way-SW-30331/home/179431108","SOLD BY REDFIN","915 Ambient Way, Atlanta, GA 30331","Marvelous and Exceptional Townhome in Atlanta, Conveniently located in a highly desirable and gated community, this spacious 2BR/2BA residence dazzles with classic craftsman architectural influences, tidy landscaping, and gorgeous stacked stone detailing. Richly styled for universal appeal, the luminous interior stuns with an open floorplan, dark wood flooring, a neutral color scheme, and a sizeable living room with a cozy fireplace. Connected for easy entertaining, the open concept kitchen features stainless-steel appliances, quartz countertops, a stylish tile backsplash, grey cabinetry, an electric range, a built-in microwave, a dishwasher, a center island, and a dining area. Evenings are","$282,000","2 beds","2.5 baths","1,451"
"https://www.redfin.com/GA/Atlanta/1473-Connally-Ave-SW-30310/home/24796344","OFF MARKET","1473 Connally Ave SW, Atlanta, GA 30310","","$110,000","4 beds","2 baths","1,178"
"https://www.redfin.com/GA/Atlanta/1396-Park-Ave-SE-30315/home/24801424","SOLD APR 28, 2025","1396 Park Ave SE, Atlanta, GA 30315","","$235,000","3 beds","2 baths","1,202"
"https://www.redfin.com/GA/Atlanta/833-Blossom-St-SW-30310/home/24802670","OFF MARKET","833 Blossom St SW, Atlanta, GA 30310","","$300,000","3 beds","1 bath","1,903"
"https://www.redfin.com/GA/Atlanta/115-Anderson-Ave-NW-30314/home/24809299","OFF MARKET","115 Anderson Ave NW, Atlanta, GA 30314","","$155,000","3 beds","1 bath","1,200"
"https://www.redfin.com/GA/Atlanta/4877-Brookwood-Pl-30349/home/24814792","OFF MARKET","4877 Brookwood Pl, Atlanta, GA 30349","","$264,588","4 beds","3 baths","1,670"
"https://www.redfin.com/GA/Atlanta/2647-Old-Hapeville-Rd-SW-30315/home/24824340","OFF MARKET","2647 Old Hapeville Rd SW, Atlanta, GA 30315","","$165,000","3 beds","0.5 baths","—"
"https://www.redfin.com/GA/Atlanta/1235-Eastridge-Rd-SW-30311/home/24839671","SOLD OCT 8, 2024","1235 Eastridge Rd SW, Atlanta, GA 30311","","$374,900","3 beds","1 bath","1,898"
"https://www.redfin.com/GA/Atlanta/1320-Allene-Ave-SW-30310/home/24844992","OFF MARKET","1320 Allene Ave SW, Atlanta, GA 30310","","$151,000","3 beds","2.5 baths","1,430"
"https://www.redfin.com/GA/Atlanta/43-Springside-Dr-SE-30354/home/24849406","OFF MARKET","43 Springside Dr SE, Atlanta, GA 30354","","$117,900","3 beds","1 bath","1,104"
"https://www.redfin.com/GA/Atlanta/3501-Chattahoochee-Summit-Ln-SE-30339/unit-25/home/25408634","SOLD JUN 6, 2025","3501 Chattahoochee Summit Ln SE #25, Atlanta, GA 30339","","$530,000","3 beds","3.5 baths","2,283"
"https://www.redfin.com/GA/Atlanta/1602-Rivergreen-Ct-SE-30339/unit-19/home/39525481","OFF MARKET","1602 Rivergreen Ct SE #19, Atlanta, GA 30339","","$660,000","3 beds","3.5 baths","3,554"
"https://www.redfin.com/GA/Atlanta/215-Semel-Dr-NW-30309/unit-462/home/40467430","OFF MARKET","215 Semel Dr NW #462, Atlanta, GA 30309","","$336,000","2 beds","2.5 baths","1,140"
"https://www.redfin.com/GA/Atlanta/988-Lilfield-Ln-30349/home/170028053","OFF MARKET","988 Lilfield Ln, Atlanta, GA 30349","","$328,900","5 beds","3 baths","3,352"
"https://www.redfin.com/GA/Atlanta/1764-Rockland-Dr-SE-30316/home/23694674","SOLD BY REDFIN","1764 Rockland Dr SE, Atlanta, GA 30316","Welcome to this stunning 3BR/ 2BA home located in the highly sought-after neighborhood of hot East Atlanta and situated within the renowned Burgess Peterson school district. With its proximity to the vibrant Atlanta Beltline and the upcoming Halidom eatery, this home provides the perfect blend of convenience and lifestyle. Step inside this beautifully maintained home and be greeted by a spacious and welcoming atmosphere. The open floor plan allows for seamless flow between the living, dining, and kitchen areas, creating an ideal space for both relaxation and entertaining. The kitchen is a chef's delight, featuring modern appliances, ample counter space, and stylish cabinetry. Whether you're","$540,000","3 beds","2 baths","1,233"
"https://www.redfin.com/GA/Atlanta/1745-Harts-Run-30341/home/23697237","SOLD BY REDFIN","1745 Harts Run, Chamblee, GA 30341","NEW KITCHEN UPGRADE COMPLETED!! Upscale granite, subway tile backsplash, new sink and faucet, and new center island cooktop!  Don’t Miss Out on this beautifully maintained 4-bedroom home located in sought-after Chamblee subdivision, Harts Place. This Open Concept home features a 2 story foyer and living room with lots of natural light throughout the home. Oversized Primary Suite on Main, walk-in his/her closets. Updated shower with soaking tub, and dual vanities. Fresh paint throughout, new carpet upstairs, and primary bedroom. The living room offers built-in bookshelves, custom travertine tile flooring. Enjoy the large screened porch year-round with a private, fenced backyard. The ki","$685,000","4 beds","3.5 baths","2,950"
"https://www.redfin.com/GA/Atlanta/3439-Bayshore-Dr-30340/home/23713840","SOLD BY REDFIN DEC 30, 2024","3439 Bayshore Dr, Atlanta, GA 30340","*  *  *  * SELLER OFFERING up to $10K IN CONCESSIONS with an ACCEPTED OFFER!!  *  *  *  *  UPDATED  &  MOVE IN READY 2BR/2.5BTH Townhome in Spring Harbor Subdivision is up for grabs! The roof is only 7 years old. Recently painted, updated kitchen with granite countertops and ALL NEW appliances. NEW ceiling fans, NEW water heater, NEW laminate flooring throughout the main level, NEW carpet, and all the bathrooms have been updated with new flooring, tile, toilets  &  vanities. The kitchen overlooks the open dining and living room area. The half bath is conveniently located on the main floor for guests when entertaining. Ascend upstairs to the roommate floorplan which offers tranquil s","$172,500","2 beds","2.5 baths","1,152"
"https://www.redfin.com/GA/Atlanta/3301-Henderson-Mill-Rd-30341/unit-H1/home/23718436","SOLD BY REDFIN","3301 Henderson Mill Unit H1 Rd, Atlanta, GA 30341","Spacious, updated end-unit townhome with 4 bedrooms and 3.5 bathrooms make this one a standout home in the community! Beautiful hardwoods throughout the main and upper level, with new tile and renovated bathroom on terrace level. Your main level offers a powder room, open living/dining rooms with balcony, updated kitchen with stainless appliances. Upstairs find your primary bedroom with ensuite bathroom, two additional bedrooms and full bathroom. On your terrace level, find huge potential with a renovated bathroom, walk-out patio space, and plenty of storage! Add a kitchen and make it a perfect guest space or studio. This convenient community offers a pool, tennis, fitness center, and clubh","$249,900","4 beds","2.5 baths","1,752"
"https://www.redfin.com/GA/Atlanta/997-Burton-Dr-NE-30329/home/23719124","SOLD BY REDFIN","997 Burton Dr NE, Atlanta, GA 30329","Charming and spacious home located just minutes from Emory, I85, great restaurants and shopping. A large screened front porch welcomes you to an open main level with exposed beam ceilings and beautiful hardwood floors. Spacious living room, separate dining room, and a bright kitchen, with plenty of storage space. Three bedrooms upstairs and a bathroom. Downstairs, another large bedroom with bathroom. Partial basement with exterior access, ideal as a workshop or storage. Large corner lot. Perfect as a primary residence or investment property. The home was most recently rented for $2400/mth. Come tour it today!","$415,000","4 beds","2 baths","1,863"
"https://www.redfin.com/GA/Atlanta/2002-Fisher-Trl-NE-30345/home/23722118","OFF MARKET","2002 Fisher Trl NE, Atlanta, GA 30345","Renovated home with open floor plan, beautifully staged and ready for you! Located in Briarcliff Woods, Close to CDC, VA, Emory, excellent access to 85/400 makes this just the perfect place to call home. Open floor plan- White kitchen with stainless steel appliances, ample pantry and storage space, dark hardwood floors throughout main level, Fireplace with gas logs in family room and terrace rec room. Wonderful sunroom opens on to large deck. Master bedroom features walk in closet and private bath with large shower and double vanity/sinks. 2 secondary bedrooms with good closet space and new bath with tub/shower. Lower level features sunny bedroom with double closets, full bath with shower,","$587,000","4 beds","3 baths","2,350"
"https://www.redfin.com/GA/Atlanta/1873-Duke-Rd-30341/home/23723737","SOLD BY REDFIN JUL 17, 2024","1873 Duke Rd, Atlanta, GA 30341","Buyers Got Cold Feet, Property Appraised Well Above Asking Price!  Nestled in the heart of Brookhaven, this Dutch Colonial masterpiece offers luxurious living in a coveted location. Boasting modern design elements and upscale finishes, this home features 4-bedrooms with the  Primary on the Main, 3.5-bathroom residence spanning 3,779 square feet, thoughtfully constructed in 2016, with an additional 1-bedroom, 1-bathroom, 725 square feet residential accessory unit above the garage. Inside, sleek lines, high ceilings, and an abundance of natural light create an airy and inviting atmosphere throughout. The chef's kitchen is a culinary enthusiast's dream, featuring top-of-the-line appliances, qu","$1,600,000","5 beds","4.5 baths","4,504"
"https://www.redfin.com/GA/Atlanta/3394-Spring-Harbour-Dr-30340/home/23725284","SOLD BY REDFIN","3394 Spring Harbor Dr, Doraville, GA 30340","Must see beautiful 2 bedroom, 2.5 bathroom. Move-in ready end unit with new granite countertops, fresh paint and carpet. Big open living room with fireplace, back deck perfect for grilling out or enjoying the outdoors. Great split bedroom plan offers two primary suites. Located in a swim and tennis community while conveniently located in Atlanta close to Marta, I-85, shopping and dining. Don't miss this amazing opportunity!","$220,000","2 beds","2.5 baths","1,408"
"https://www.redfin.com/GA/Brookhaven/2491-Wawona-Dr-NE-30319/home/23727219","SOLD BY REDFIN DEC 27, 2024","2491 Wawona Dr NE, Brookhaven, GA 30319","Gorgeous home with bright open spaces, tons of room, amazing covered all weather patio, and lots of upgrades! Sweeping front lawn with mature trees for privacy gives way to a lovely exterior with a large southern style front porch for lazy evenings outside. The spacious landing pad affords plenty of turn-around space at the top of the driveway. Inside, beautiful hardwood floors stretch throughout the entire main level including the front office space with built-in bookshelves and a formal dining room with plenty of room to entertain. Enjoy a soaring 2-story ceiling in the living room also featuring a cozy brick fireplace and lots of natural light! Gourmet kitchen features granite counters,","$1,050,000","5 beds","4 baths","4,368"
"https://www.redfin.com/GA/Atlanta/2511-Woodacres-Rd-NE-30345/home/23728473","SOLD BY REDFIN","2511 Woodacres Rd NE, Atlanta, GA 30345","Super cute all brick ranch on a big lot inside the perimeter. Fresh interior paint and beautiful original oak hardwood floors! An updated kitchen with granite counter-tops, custom cabinets, stainless appliances, including a gas stove and refrigerator with French doors. With a large backyard great for those summer BBQ's and outdoor entertaining. All of this and it's close to dining, shopping, and entertainment. Quick access to highways makes getting around the Metro area easy making this an ideal primary residence or income property. This is an opportunity you don't want to miss!","$379,000","3 beds","1.5 baths","1,144"
"https://www.redfin.com/GA/Atlanta/1521-Dianne-Ct-SE-30316/home/23738199","SOLD BY REDFIN MAY 6, 2025","1521 Dianne Ct SE, Atlanta, GA 30316","This beautifully recently remodeled home seamlessly blends modern style and space on a spacious lot in a quiet cul-de-sac. Completely renovated in 2020, including all systems, appliances, and roof, it’s truly move-in ready. The open main floor is designed for easy entertaining, featuring a sleek chef’s kitchen with granite countertops, soft-close cabinets, stainless steel appliances, a pot filler, and a central island. This level also offers a cozy living room, dining area, a versatile 4th bedroom or office, and a full bathroom. Upstairs, the luxurious primary suite boasts a walk-in closet with a mirrored barn door, a double marble vanity, an oversized shower, and elegant design","$480,000","4 beds","3 baths","2,033"
